account_id,date,api_calls,error_count,rate_limit_hits_429,webhook_success_rate,p95_latency_ms
acc_0020,2024-09-29,787,18,0,0.9651,460
acc_0020,2024-09-30,894,29,0,0.9693,367
acc_0020,2024-10-01,871,23,0,0.991,437
acc_0020,2024-10-02,606,5,0,0.9909,548
acc_0020,2024-10-03,1019,20,0,0.9886,336
acc_0020,2024-10-04,789,17,0,0.9831,572
acc_0020,2024-10-05,1019,24,0,0.9832,448
acc_0020,2024-10-06,1153,28,0,0.9515,565
acc_0020,2024-10-07,1162,12,0,0.9602,367
acc_0020,2024-10-08,991,28,0,0.9758,410
acc_0020,2024-10-09,943,12,0,0.9609,593
acc_0020,2024-10-10,930,20,0,0.9975,435
acc_0020,2024-10-11,1056,27,0,0.9858,521
acc_0020,2024-10-12,1139,19,0,0.9982,327
acc_0020,2024-10-13,749,14,0,0.9914,465
acc_0020,2024-10-14,1096,25,1,0.9917,512
acc_0020,2024-10-15,732,12,0,0.9921,534
acc_0020,2024-10-16,930,21,0,0.9638,362
acc_0020,2024-10-17,1034,19,0,0.9788,356
acc_0020,2024-10-18,1052,24,0,0.9655,394
acc_0020,2024-10-19,1080,14,0,0.9831,579
acc_0020,2024-10-20,1104,21,0,0.968,356
acc_0020,2024-10-21,592,12,0,0.9976,577
acc_0020,2024-10-22,829,16,0,0.9553,416
acc_0020,2024-10-23,1118,32,0,0.9833,519
acc_0020,2024-10-24,1026,23,0,0.9561,533
acc_0020,2024-10-25,927,22,0,0.9512,443
acc_0020,2024-10-26,731,14,0,0.9743,423
acc_0020,2024-10-27,911,16,0,0.9549,343
acc_0020,2024-10-28,943,30,0,0.9866,454
acc_0020,2024-10-29,983,19,0,0.9643,465
acc_0020,2024-10-30,645,7,0,0.9777,552
acc_0020,2024-10-31,859,17,1,0.958,508
acc_0020,2024-11-01,564,5,0,0.9913,450
acc_0020,2024-11-02,1081,15,0,0.9865,458
acc_0020,2024-11-03,968,10,0,0.9503,544
acc_0020,2024-11-04,1343,36,0,0.9579,315
acc_0020,2024-11-05,1176,29,0,0.9524,568
acc_0020,2024-11-06,925,25,0,0.9691,404
acc_0020,2024-11-07,1012,30,0,0.9557,542
acc_0020,2024-11-08,800,22,0,0.9971,505
acc_0020,2024-11-09,960,16,0,0.9791,511
acc_0020,2024-11-10,1205,34,0,0.9618,404
acc_0020,2024-11-11,1033,29,0,0.9603,457
acc_0020,2024-11-12,926,17,0,0.9983,391
acc_0020,2024-11-13,768,9,0,0.985,486
acc_0020,2024-11-14,887,26,0,0.9532,501
acc_0020,2024-11-15,1081,24,0,0.9522,396
acc_0021,2024-08-18,15353,717,0,0.9733,237
acc_0021,2024-08-19,13436,571,0,0.9775,364
acc_0021,2024-08-20,11534,488,0,0.9845,428
acc_0021,2024-08-21,11982,183,0,0.9958,403
acc_0021,2024-08-22,11406,282,0,0.962,464
acc_0021,2024-08-23,14533,603,0,0.9955,428
acc_0021,2024-08-24,14532,458,0,0.9624,486
acc_0021,2024-08-25,11086,477,0,0.9665,491
acc_0021,2024-08-26,9947,216,0,0.9566,493
acc_0021,2024-08-27,14073,428,0,0.9755,380
acc_0021,2024-08-28,10034,338,0,0.9523,384
acc_0021,2024-08-29,13260,543,0,0.9706,367
acc_0021,2024-08-30,13281,181,0,0.9502,526
acc_0021,2024-08-31,12687,407,0,0.9696,368
acc_0021,2024-09-01,12179,476,0,0.9748,301
acc_0021,2024-09-02,13490,306,0,0.9982,536
acc_0021,2024-09-03,13631,294,0,0.9719,469
acc_0021,2024-09-04,12693,266,0,0.9844,487
acc_0021,2024-09-05,12890,555,0,0.9541,552
acc_0021,2024-09-06,11135,216,0,0.9989,582
acc_0021,2024-09-07,13393,376,0,0.9705,523
acc_0021,2024-09-08,10527,314,0,0.9934,638
acc_0021,2024-09-09,12952,439,0,0.9914,530
acc_0021,2024-09-10,9383,331,0,0.9777,575
acc_0021,2024-09-11,11061,390,0,0.9826,428
acc_0021,2024-09-12,14158,520,0,0.9799,450
acc_0021,2024-09-13,9015,311,0,0.9668,581
acc_0021,2024-09-14,16577,757,0,0.9921,470
acc_0021,2024-09-15,10710,325,0,0.9978,427
acc_0021,2024-09-16,10744,203,1,0.9796,446
acc_0021,2024-09-17,11272,406,0,0.9909,617
acc_0021,2024-09-18,9841,273,0,0.9878,409
acc_0021,2024-09-19,11745,450,0,0.9754,431
acc_0021,2024-09-20,11066,405,0,0.9646,416
acc_0021,2024-09-21,13325,404,0,0.9621,487
acc_0021,2024-09-22,12525,501,0,0.9827,463
acc_0021,2024-09-23,11116,200,0,0.9788,448
acc_0021,2024-09-24,11599,248,0,0.9577,708
acc_0021,2024-09-25,14803,498,0,0.9773,375
acc_0021,2024-09-26,10146,126,0,0.954,392
acc_0021,2024-09-27,13588,521,0,0.9658,638
acc_0021,2024-09-28,9626,452,0,0.9813,359
acc_0021,2024-09-29,12440,428,0,0.975,484
acc_0021,2024-09-30,11917,538,0,0.9934,314
acc_0021,2024-10-01,12190,176,0,0.9553,462
acc_0021,2024-10-02,12431,236,0,0.9784,395
acc_0021,2024-10-03,12888,480,0,0.9536,477
acc_0021,2024-10-04,12507,503,0,0.9586,440
acc_0021,2024-10-05,10743,241,0,0.9567,453
acc_0021,2024-10-06,12270,365,0,0.9542,455
acc_0021,2024-10-07,11006,446,0,0.9629,464
acc_0021,2024-10-08,11516,336,0,0.9949,513
acc_0021,2024-10-09,8995,330,0,0.9543,623
acc_0021,2024-10-10,15662,428,0,0.9757,462
acc_0021,2024-10-11,11482,417,0,0.9757,519
acc_0021,2024-10-12,8879,301,0,0.9551,417
acc_0021,2024-10-13,13085,321,0,0.9813,397
acc_0021,2024-10-14,11630,194,0,0.9528,427
acc_0021,2024-10-15,11366,232,0,0.9897,461
acc_0021,2024-10-16,10586,368,0,0.9705,480
acc_0021,2024-10-17,11564,195,0,0.9834,396
acc_0021,2024-10-18,8630,120,0,0.961,556
acc_0021,2024-10-19,11233,470,0,0.966,429
acc_0021,2024-10-20,12852,479,1,0.9548,436
acc_0021,2024-10-21,16232,468,0,0.9589,493
acc_0021,2024-10-22,13026,396,0,0.9596,471
acc_0021,2024-10-23,11211,505,0,0.9748,664
acc_0021,2024-10-24,9624,433,0,0.9841,460
acc_0021,2024-10-25,17334,235,0,0.9715,579
acc_0021,2024-10-26,10923,407,0,0.9582,343
acc_0021,2024-10-27,9122,359,0,0.9843,571
acc_0021,2024-10-28,9641,436,0,0.9824,403
acc_0021,2024-10-29,9663,192,0,0.9658,434
acc_0021,2024-10-30,12120,386,0,0.9896,486
acc_0021,2024-10-31,10961,185,0,0.9938,356
acc_0021,2024-11-01,16301,438,0,0.9745,346
acc_0021,2024-11-02,10872,435,1,0.958,355
acc_0021,2024-11-03,10675,285,0,0.9524,418
acc_0021,2024-11-04,14377,554,1,0.9629,358
acc_0021,2024-11-05,10113,463,0,0.9988,381
acc_0021,2024-11-06,11454,525,0,0.9955,426
acc_0021,2024-11-07,16419,535,0,0.9843,416
acc_0021,2024-11-08,13635,173,0,0.9969,470
acc_0021,2024-11-09,12751,535,0,0.9923,435
acc_0021,2024-11-10,9874,180,0,0.9861,502
acc_0021,2024-11-11,10564,266,0,0.9728,428
acc_0021,2024-11-12,10067,141,0,0.9556,428
acc_0021,2024-11-13,11365,184,0,0.987,492
acc_0021,2024-11-14,10723,433,0,0.9698,508
acc_0021,2024-11-15,12486,361,0,0.963,505
acc_0022,2024-08-18,979,23,0,0.9682,352
acc_0022,2024-08-19,1075,18,0,0.9798,435
acc_0022,2024-08-20,839,32,0,0.9586,579
acc_0022,2024-08-21,806,12,0,0.9805,458
acc_0022,2024-08-22,856,22,0,0.9815,487
acc_0022,2024-08-23,924,33,0,0.9911,409
acc_0022,2024-08-24,869,16,0,0.951,367
acc_0022,2024-08-25,588,7,0,0.962,440
acc_0022,2024-08-26,925,29,0,0.9643,399
acc_0022,2024-08-27,844,24,0,0.984,532
acc_0022,2024-08-28,635,19,0,0.9767,497
acc_0022,2024-08-29,988,13,0,0.9822,497
acc_0022,2024-08-30,757,18,0,0.9824,459
acc_0022,2024-08-31,820,13,0,0.9684,429
acc_0022,2024-09-01,579,7,0,0.9517,430
acc_0022,2024-09-02,960,26,0,0.9509,526
acc_0022,2024-09-03,929,10,0,0.9798,556
acc_0022,2024-09-04,711,25,0,0.9838,495
acc_0022,2024-09-05,856,16,0,0.9687,490
acc_0022,2024-09-06,760,11,0,0.9513,417
acc_0022,2024-09-07,833,28,0,0.9947,313
acc_0022,2024-09-08,838,9,1,0.9946,573
acc_0022,2024-09-09,857,28,0,0.961,528
acc_0022,2024-09-10,1042,10,0,0.9583,512
acc_0022,2024-09-11,1042,28,0,0.9604,468
acc_0022,2024-09-12,668,17,0,0.9909,466
acc_0022,2024-09-13,850,9,0,0.9625,232
acc_0022,2024-09-14,867,11,0,0.9547,584
acc_0022,2024-09-15,865,21,0,0.9575,387
acc_0022,2024-09-16,778,8,0,0.9708,421
acc_0022,2024-09-17,772,26,0,0.9822,329
acc_0022,2024-09-18,680,23,0,0.9922,579
acc_0022,2024-09-19,1048,14,0,0.9817,506
acc_0022,2024-09-20,1129,35,0,0.9879,423
acc_0022,2024-09-21,1000,24,0,0.9505,408
acc_0022,2024-09-22,774,22,0,0.989,502
acc_0022,2024-09-23,983,15,0,0.9849,681
acc_0022,2024-09-24,1004,26,0,0.9886,340
acc_0022,2024-09-25,1017,28,0,0.9936,541
acc_0022,2024-09-26,748,19,0,0.9702,425
acc_0022,2024-09-27,994,25,0,0.9791,642
acc_0022,2024-09-28,769,22,0,0.9516,445
acc_0022,2024-09-29,1061,31,0,0.9745,447
acc_0022,2024-09-30,912,16,1,0.9634,393
acc_0022,2024-10-01,801,13,0,0.9885,432
acc_0022,2024-10-02,925,31,0,0.9618,486
acc_0022,2024-10-03,850,33,0,0.9899,514
acc_0022,2024-10-04,775,24,0,0.9566,348
acc_0022,2024-10-05,1139,26,0,0.957,453
acc_0022,2024-10-06,827,17,0,0.9804,410
acc_0022,2024-10-07,966,12,0,0.9982,467
acc_0022,2024-10-08,605,18,0,0.9912,385
acc_0022,2024-10-09,843,15,0,0.9506,507
acc_0022,2024-10-10,925,35,0,0.9908,589
acc_0022,2024-10-11,1099,20,0,0.967,434
acc_0022,2024-10-12,983,22,0,0.9652,247
acc_0022,2024-10-13,896,27,0,0.9849,412
acc_0022,2024-10-14,909,13,0,0.9694,499
acc_0022,2024-10-15,636,19,0,0.9749,433
acc_0022,2024-10-16,878,32,0,0.9551,468
acc_0022,2024-10-17,868,27,0,0.9583,508
acc_0022,2024-10-18,612,9,0,0.9563,434
acc_0022,2024-10-19,917,32,0,0.9819,449
acc_0022,2024-10-20,674,8,0,0.999,521
acc_0022,2024-10-21,888,24,0,0.9756,468
acc_0022,2024-10-22,635,18,0,0.9663,314
acc_0022,2024-10-23,858,19,0,0.9971,449
acc_0022,2024-10-24,809,24,0,0.9702,382
acc_0022,2024-10-25,855,18,0,0.9861,439
acc_0022,2024-10-26,663,22,0,0.9534,517
acc_0022,2024-10-27,787,16,0,0.997,397
acc_0022,2024-10-28,795,29,0,0.9653,429
acc_0022,2024-10-29,626,16,0,0.9586,509
acc_0022,2024-10-30,1010,25,0,0.961,477
acc_0022,2024-10-31,803,26,0,0.9842,317
acc_0022,2024-11-01,901,11,0,0.9573,298
acc_0022,2024-11-02,854,9,0,0.9976,291
acc_0022,2024-11-03,1005,32,0,0.9959,468
acc_0022,2024-11-04,929,18,0,0.9964,366
acc_0022,2024-11-05,582,10,0,0.966,614
acc_0022,2024-11-06,873,19,0,0.9962,324
acc_0022,2024-11-07,771,9,0,0.961,451
acc_0022,2024-11-08,879,16,0,0.9505,606
acc_0022,2024-11-09,827,29,0,0.9552,344
acc_0022,2024-11-10,875,13,0,0.986,671
acc_0022,2024-11-11,660,6,0,0.9904,351
acc_0022,2024-11-12,812,20,0,0.9951,485
acc_0022,2024-11-13,898,26,0,0.9733,409
acc_0022,2024-11-14,1076,21,0,0.9667,495
acc_0022,2024-11-15,954,30,0,0.9572,450
acc_0023,2024-08-18,170,2,0,0.9905,464
acc_0023,2024-08-19,154,1,0,0.9935,495
acc_0023,2024-08-20,136,0,0,0.9859,442
acc_0023,2024-08-21,105,1,0,0.9604,413
acc_0023,2024-08-22,151,0,0,0.9784,228
acc_0023,2024-08-23,195,2,0,0.9558,308
acc_0023,2024-08-24,155,2,0,0.9549,443
acc_0023,2024-08-25,149,1,0,0.9877,532
acc_0023,2024-08-26,184,1,0,0.9751,438
acc_0023,2024-08-27,137,0,0,0.9705,366
acc_0023,2024-08-28,125,1,0,0.984,526
acc_0023,2024-08-29,176,2,0,0.9852,559
acc_0023,2024-08-30,165,1,0,0.9862,399
acc_0023,2024-08-31,192,1,0,0.9874,435
acc_0023,2024-09-01,159,0,0,0.9902,332
acc_0023,2024-09-02,148,1,0,0.9502,323
acc_0023,2024-09-03,115,1,0,0.9523,434
acc_0023,2024-09-04,164,2,0,0.9887,465
acc_0023,2024-09-05,176,1,1,0.965,483
acc_0023,2024-09-06,155,2,1,0.991,426
acc_0023,2024-09-07,118,0,0,0.9708,475
acc_0023,2024-09-08,169,2,0,0.9609,320
acc_0023,2024-09-09,130,0,0,0.9592,550
acc_0023,2024-09-10,191,0,0,0.9982,319
acc_0023,2024-09-11,179,2,0,0.9598,441
acc_0023,2024-09-12,150,1,0,0.9562,451
acc_0023,2024-09-13,135,0,0,0.953,477
acc_0023,2024-09-14,136,1,0,0.962,378
acc_0023,2024-09-15,171,2,0,0.9796,638
acc_0023,2024-09-16,172,0,0,0.9513,360
acc_0023,2024-09-17,96,1,0,0.9916,481
acc_0023,2024-09-18,158,2,0,0.9705,460
acc_0023,2024-09-19,142,1,0,0.9607,309
acc_0023,2024-09-20,133,1,0,0.9935,409
acc_0023,2024-09-21,173,0,0,0.9592,693
acc_0023,2024-09-22,142,0,0,0.9851,312
acc_0023,2024-09-23,162,2,0,0.9692,419
acc_0023,2024-09-24,169,1,0,0.9906,392
acc_0023,2024-09-25,134,1,0,0.9731,629
acc_0023,2024-09-26,164,1,0,0.9848,420
acc_0023,2024-09-27,136,1,0,0.9538,402
acc_0023,2024-09-28,171,1,0,0.9984,443
acc_0023,2024-09-29,173,1,0,0.9856,369
acc_0023,2024-09-30,153,1,0,0.9507,516
acc_0023,2024-10-01,159,1,0,0.9874,434
acc_0023,2024-10-02,216,1,0,0.9595,531
acc_0023,2024-10-03,172,1,0,0.9817,551
acc_0023,2024-10-04,161,2,1,0.9894,392
acc_0023,2024-10-05,153,1,0,0.9603,410
acc_0023,2024-10-06,132,1,0,0.9631,422
acc_0023,2024-10-07,153,1,0,0.9652,536
acc_0023,2024-10-08,106,0,0,0.9855,483
acc_0023,2024-10-09,121,0,0,0.9629,535
acc_0023,2024-10-10,162,0,0,0.9885,353
acc_0023,2024-10-11,153,1,0,0.9639,416
acc_0023,2024-10-12,165,2,0,0.995,402
acc_0023,2024-10-13,153,2,0,0.9803,405
acc_0023,2024-10-14,99,0,0,0.9523,430
acc_0023,2024-10-15,193,2,0,0.9887,319
acc_0023,2024-10-16,151,1,0,0.9586,451
acc_0023,2024-10-17,112,1,0,0.9508,607
acc_0023,2024-10-18,155,1,0,0.9688,484
acc_0023,2024-10-19,155,0,0,0.9781,560
acc_0023,2024-10-20,157,0,0,0.9737,384
acc_0023,2024-10-21,159,2,0,0.9525,412
acc_0023,2024-10-22,150,1,0,0.9563,262
acc_0023,2024-10-23,155,0,0,0.9721,421
acc_0023,2024-10-24,198,1,0,0.9841,436
acc_0023,2024-10-25,201,0,0,0.9584,495
acc_0023,2024-10-26,153,1,0,0.9542,492
acc_0023,2024-10-27,165,1,0,0.958,415
acc_0023,2024-10-28,142,0,0,0.982,592
acc_0023,2024-10-29,138,1,0,0.9509,422
acc_0023,2024-10-30,135,1,0,0.982,462
acc_0023,2024-10-31,185,0,0,0.9669,494
acc_0023,2024-11-01,174,1,0,0.988,496
acc_0023,2024-11-02,146,1,0,0.9579,502
acc_0023,2024-11-03,184,1,0,0.9693,513
acc_0023,2024-11-04,142,0,0,0.9955,437
acc_0023,2024-11-05,139,1,0,0.9536,382
acc_0023,2024-11-06,184,1,0,0.9897,447
acc_0023,2024-11-07,147,0,0,0.9907,355
acc_0023,2024-11-08,185,1,0,0.9707,516
acc_0023,2024-11-09,167,1,0,0.9706,404
acc_0023,2024-11-10,138,1,0,0.975,517
acc_0023,2024-11-11,144,1,0,0.9976,394
acc_0023,2024-11-12,132,1,0,0.9802,386
acc_0023,2024-11-13,112,0,0,0.9732,399
acc_0023,2024-11-14,150,1,0,0.9873,416
acc_0023,2024-11-15,179,0,1,0.9683,381
acc_0024,2024-08-18,2325,38,0,0.957,448
acc_0024,2024-08-19,1968,27,0,0.997,624
acc_0024,2024-08-20,2033,34,0,0.9783,341
acc_0024,2024-08-21,1420,7,0,0.9919,601
acc_0024,2024-08-22,1731,14,0,0.9985,462
acc_0024,2024-08-23,2077,36,0,0.9937,393
acc_0024,2024-08-24,2006,31,0,0.9885,455
acc_0024,2024-08-25,2078,23,0,0.99,334
acc_0024,2024-08-26,1743,18,0,0.99,532
acc_0024,2024-08-27,1941,27,0,0.9872,545
acc_0024,2024-08-28,1820,25,0,0.9986,262
acc_0024,2024-08-29,2357,20,0,0.9515,532
acc_0024,2024-08-30,1546,23,0,0.9643,499
acc_0024,2024-08-31,2189,24,0,0.9868,396
acc_0024,2024-09-01,1349,21,0,0.9899,399
acc_0024,2024-09-02,1589,18,0,0.9906,311
acc_0024,2024-09-03,1498,24,0,0.975,511
acc_0024,2024-09-04,1800,10,0,0.973,448
acc_0024,2024-09-05,1629,24,0,0.97,409
acc_0024,2024-09-06,2114,25,0,0.9981,486
acc_0024,2024-09-07,1716,27,0,0.9713,474
acc_0024,2024-09-08,2051,17,0,0.9749,473
acc_0024,2024-09-09,2002,13,0,0.9637,423
acc_0024,2024-09-10,1488,27,0,0.9853,472
acc_0024,2024-09-11,1941,22,0,0.9517,588
acc_0024,2024-09-12,1888,20,0,0.9677,483
acc_0024,2024-09-13,1869,32,0,0.9887,410
acc_0024,2024-09-14,1766,20,0,0.9743,490
acc_0024,2024-09-15,1786,15,0,0.963,507
acc_0024,2024-09-16,1908,20,0,0.9911,406
acc_0024,2024-09-17,1994,14,0,0.9836,288
acc_0024,2024-09-18,1876,16,0,0.9622,462
acc_0024,2024-09-19,2233,11,0,0.9648,503
acc_0024,2024-09-20,1704,15,0,0.9934,539
acc_0024,2024-09-21,1743,18,0,0.9805,564
acc_0024,2024-09-22,1609,10,0,0.9515,469
acc_0024,2024-09-23,1496,17,0,0.9975,369
acc_0024,2024-09-24,2144,18,0,0.9961,373
acc_0024,2024-09-25,2009,24,0,0.9786,376
acc_0024,2024-09-26,2113,36,0,0.9691,404
acc_0024,2024-09-27,2138,12,0,0.9535,405
acc_0024,2024-09-28,1809,16,0,0.9969,534
acc_0024,2024-09-29,1656,13,0,0.9818,413
acc_0024,2024-09-30,2212,23,0,0.9873,496
acc_0024,2024-10-01,2072,18,0,0.9538,504
acc_0024,2024-10-02,1622,23,0,0.988,308
acc_0024,2024-10-03,1994,14,0,0.9944,386
acc_0024,2024-10-04,1940,22,0,0.9722,537
acc_0024,2024-10-05,1541,25,0,0.9634,519
acc_0024,2024-10-06,2128,23,0,0.9692,429
acc_0024,2024-10-07,1373,16,0,0.9631,490
acc_0024,2024-10-08,2046,28,0,0.9977,473
acc_0024,2024-10-09,1695,13,0,0.9988,332
acc_0024,2024-10-10,2312,21,0,0.9882,534
acc_0024,2024-10-11,1989,15,0,0.9755,451
acc_0024,2024-10-12,1650,14,0,0.9619,562
acc_0024,2024-10-13,1926,34,0,0.9647,472
acc_0024,2024-10-14,2242,15,1,0.9653,315
acc_0024,2024-10-15,1210,6,0,0.9832,429
acc_0024,2024-10-16,2088,35,0,0.9848,490
acc_0024,2024-10-17,1941,33,0,0.9973,254
acc_0024,2024-10-18,1693,7,0,0.9758,597
acc_0024,2024-10-19,2164,18,1,0.9589,506
acc_0024,2024-10-20,1787,16,0,0.9626,527
acc_0024,2024-10-21,1836,18,0,0.9561,608
acc_0024,2024-10-22,1858,31,0,0.9823,333
acc_0024,2024-10-23,1728,29,0,0.997,401
acc_0024,2024-10-24,2057,15,0,0.9688,492
acc_0024,2024-10-25,1889,32,0,0.9975,373
acc_0024,2024-10-26,1573,28,0,0.9607,279
acc_0024,2024-10-27,1669,19,0,0.9565,408
acc_0024,2024-10-28,2139,21,0,0.977,491
acc_0024,2024-10-29,1984,25,0,0.9637,542
acc_0024,2024-10-30,1973,24,0,0.9666,465
acc_0024,2024-10-31,1823,25,0,0.9609,200
acc_0024,2024-11-01,1820,23,0,0.985,461
acc_0024,2024-11-02,1449,22,0,0.9671,431
acc_0024,2024-11-03,1806,30,0,0.9893,452
acc_0024,2024-11-04,1552,22,0,0.9559,422
acc_0024,2024-11-05,1335,22,0,0.9777,582
acc_0024,2024-11-06,1695,14,0,0.9978,456
acc_0024,2024-11-07,2011,12,0,0.9836,494
acc_0024,2024-11-08,1721,25,0,0.9619,477
acc_0024,2024-11-09,2036,22,0,0.9959,463
acc_0024,2024-11-10,2116,24,0,0.9923,433
acc_0024,2024-11-11,1520,18,0,0.9915,531
acc_0024,2024-11-12,1150,9,0,0.9799,423
acc_0024,2024-11-13,1882,20,0,0.9681,455
acc_0024,2024-11-14,2375,39,0,0.9705,367
acc_0024,2024-11-15,2171,17,0,0.9959,404
acc_0025,2024-08-18,3080,24,0,0.9669,462
acc_0025,2024-08-19,16599,179,0,0.9689,619
acc_0025,2024-08-20,13489,128,0,0.9969,418
acc_0025,2024-08-21,16599,134,0,0.9869,491
acc_0025,2024-08-22,14609,219,0,0.9653,362
acc_0025,2024-08-23,13801,176,0,0.9616,409
acc_0025,2024-08-24,3584,19,0,0.9829,413
acc_0025,2024-08-25,3091,53,0,0.9546,392
acc_0025,2024-08-26,13310,230,0,0.9585,641
acc_0025,2024-08-27,15845,194,0,0.9552,459
acc_0025,2024-08-28,17588,176,0,0.9717,461
acc_0025,2024-08-29,14381,209,0,0.9538,507
acc_0025,2024-08-30,9106,72,0,0.9541,408
acc_0025,2024-08-31,2573,22,0,0.9589,301
acc_0025,2024-09-01,3031,55,0,0.9922,484
acc_0025,2024-09-02,13193,95,0,0.966,376
acc_0025,2024-09-03,15381,105,0,0.9835,395
acc_0025,2024-09-04,19362,285,0,0.9568,627
acc_0025,2024-09-05,16044,123,0,0.9517,451
acc_0025,2024-09-06,14162,122,0,0.9592,450
acc_0025,2024-09-07,3545,59,0,0.9788,455
acc_0025,2024-09-08,3125,47,0,0.9886,479
acc_0025,2024-09-09,20218,331,0,0.9969,439
acc_0025,2024-09-10,18957,282,0,0.9951,471
acc_0025,2024-09-11,15233,209,0,0.9924,477
acc_0025,2024-09-12,15031,180,0,0.9608,481
acc_0025,2024-09-13,17788,254,0,0.979,310
acc_0025,2024-09-14,3049,22,0,0.9581,608
acc_0025,2024-09-15,2269,14,0,0.9827,477
acc_0025,2024-09-16,12622,90,0,0.9749,445
acc_0025,2024-09-17,11366,75,0,0.9802,431
acc_0025,2024-09-18,18845,112,0,0.9576,453
acc_0025,2024-09-19,16142,199,0,0.9877,435
acc_0025,2024-09-20,12745,149,0,0.9547,518
acc_0025,2024-09-21,3090,46,0,0.983,605
acc_0025,2024-09-22,2871,54,0,0.9527,570
acc_0025,2024-09-23,20011,266,0,0.9715,283
acc_0025,2024-09-24,16090,261,0,0.9538,435
acc_0025,2024-09-25,13706,157,0,0.9616,449
acc_0025,2024-09-26,16699,191,0,0.9882,327
acc_0025,2024-09-27,17138,94,0,0.9612,612
acc_0025,2024-09-28,3092,39,0,0.993,399
acc_0025,2024-09-29,3334,18,0,0.9567,379
acc_0025,2024-09-30,14909,82,0,0.9591,483
acc_0025,2024-10-01,18377,142,0,0.9531,436
acc_0025,2024-10-02,16095,171,0,0.965,539
acc_0025,2024-10-03,16087,95,0,0.9923,413
acc_0025,2024-10-04,19445,215,0,0.9612,376
acc_0025,2024-10-05,3484,44,0,0.974,390
acc_0025,2024-10-06,3893,67,0,0.986,440
acc_0025,2024-10-07,16029,305,0,0.997,469
acc_0025,2024-10-08,14721,125,0,0.9929,538
acc_0025,2024-10-09,16676,220,0,0.9775,539
acc_0025,2024-10-10,19142,188,0,0.9507,333
acc_0025,2024-10-11,17056,164,0,0.9751,474
acc_0025,2024-10-12,2789,41,0,0.9522,373
acc_0025,2024-10-13,4215,57,0,0.9969,418
acc_0025,2024-10-14,15276,96,0,0.9517,643
acc_0025,2024-10-15,16463,130,0,0.98,509
acc_0025,2024-10-16,15004,222,0,0.9753,398
acc_0025,2024-10-17,14273,267,0,0.9526,420
acc_0025,2024-10-18,15867,181,0,0.9577,467
acc_0025,2024-10-19,3761,23,0,0.9904,523
acc_0025,2024-10-20,3133,28,0,0.9807,496
acc_0025,2024-10-21,17998,294,0,0.9809,550
acc_0025,2024-10-22,18138,120,0,0.997,395
acc_0025,2024-10-23,16641,152,0,0.9793,469
acc_0025,2024-10-24,13860,158,0,0.9761,454
acc_0025,2024-10-25,16966,254,0,0.9582,389
acc_0025,2024-10-26,2407,35,0,0.971,344
acc_0025,2024-10-27,3037,51,0,0.9851,427
acc_0025,2024-10-28,21148,341,0,0.9781,484
acc_0025,2024-10-29,20099,217,0,0.9831,458
acc_0025,2024-10-30,12644,88,0,0.9537,535
acc_0025,2024-10-31,14801,273,0,0.9867,460
acc_0025,2024-11-01,13131,241,0,0.9854,439
acc_0025,2024-11-02,4742,28,0,0.984,327
acc_0025,2024-11-03,3087,18,0,0.9934,454
acc_0025,2024-11-04,15283,232,0,0.9915,515
acc_0025,2024-11-05,12458,102,0,0.987,500
acc_0025,2024-11-06,19439,170,0,0.9631,476
acc_0025,2024-11-07,15309,247,0,0.9625,404
acc_0025,2024-11-08,14167,264,0,0.968,357
acc_0025,2024-11-09,3783,21,0,0.994,446
acc_0025,2024-11-10,2918,31,0,0.982,416
acc_0025,2024-11-11,14991,149,0,0.99,474
acc_0025,2024-11-12,12590,67,0,0.954,527
acc_0025,2024-11-13,16744,117,0,0.992,366
acc_0025,2024-11-14,12336,170,0,0.9561,376
acc_0025,2024-11-15,14275,175,0,0.9968,292
acc_0026,2024-08-18,193,0,0,0.9583,382
acc_0026,2024-08-19,184,2,0,0.9761,425
acc_0026,2024-08-20,166,1,0,0.98,425
acc_0026,2024-08-21,144,0,0,0.9921,492
acc_0026,2024-08-22,168,2,0,0.9786,455
acc_0026,2024-08-23,159,2,0,0.9711,540
acc_0026,2024-08-24,190,0,0,0.9922,432
acc_0026,2024-08-25,214,0,0,0.9855,542
acc_0026,2024-08-26,177,0,0,0.9856,267
acc_0026,2024-08-27,202,2,0,0.9896,404
acc_0026,2024-08-28,178,2,0,0.9678,476
acc_0026,2024-08-29,217,1,0,0.982,371
acc_0026,2024-08-30,176,0,0,0.9845,564
acc_0026,2024-08-31,137,1,0,0.9791,354
acc_0026,2024-09-01,164,1,0,0.9593,386
acc_0026,2024-09-02,144,1,0,0.9717,558
acc_0026,2024-09-03,192,2,0,0.9658,420
acc_0026,2024-09-04,166,1,0,0.9607,490
acc_0026,2024-09-05,164,1,0,0.9663,247
acc_0026,2024-09-06,138,1,0,0.9606,305
acc_0026,2024-09-07,147,1,0,0.9616,506
acc_0026,2024-09-08,172,1,0,0.9687,507
acc_0026,2024-09-09,137,1,0,0.9563,432
acc_0026,2024-09-10,136,0,0,0.955,433
acc_0026,2024-09-11,189,0,0,0.9502,457
acc_0026,2024-09-12,191,2,0,0.992,492
acc_0026,2024-09-13,175,1,1,0.9617,536
acc_0026,2024-09-14,150,1,0,0.9903,352
acc_0026,2024-09-15,127,0,0,0.9829,363
